,Event ID,Egress Event Time (MM-DD-YYYY),Device ID,Tag Number,Description,Manufacturer,Model Number,Last Seen Time,Last Location,Previous Egress Location,Status,Returned At,Unable to locate,Zone ID,Zone Category,Department ,Organization Id
732,21072024 85100B62536,07-21-2024  8:51:00,ac233ff5acae,B62536,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:05 PM,Rockaway,,Returned,2024-07-21T14:12:13+00:00,N,,,Hospital,max
733,,,ac233ff5b00d,B63521,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:05 PM,,,Unable To Locate,2024-07-23T22:11:21+00:00,N,,,Hospital,max
734,,,ac233ff5a870,B62664,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:02 PM,,,Unable To Locate,2024-07-23T22:48:51+00:00,N,,,Hospital,max
735,23072024105500B63464,07-23-2024 10:55:00,ac233ff5ac9b,B63464,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 8:01 PM,Rockaway,,Returned,2024-07-24T01:59:19+00:00,N,,,Hospital,max
736,,,ac233ff5ad52,B62735,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 7:59 PM,,,Unable To Locate,2024-07-24T04:10:47+00:00,N,,,Hospital,max
737,,07-17-2024 19:11:30,ac233ff5aac9,,,,,7-24-24 7:56 PM,Rockaway,,Returned,2024-07-18T15:54:41+00:00,N,,,Hospital,max
738,,,ac233ff5a742,B62562,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 7:55 PM,,,Unable To Locate,2024-07-23T21:53:22+00:00,N,,,Hospital,max
739,,,ac233ff5a94c,B64666,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 7:48 PM,ICU 3,,In Hospital,,N,,,Hospital,max
740,,,ac233ff5abba,,,,,7-24-24 7:43 PM,,,Unable To Locate,2024-06-24T14:40:47+00:00,N,,,Hospital,max
741,,,ac233ff5aa51,B63480,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 7:43 PM,,,Unable To Locate,2024-07-24T02:18:52+00:00,N,,,Hospital,max
742,,,ac233ff5ad66,B62927,"Monitors,VitalSigns","WelchAllyn,Inc.",6000SERIES,7-24-24 7:37 PM,,,Unable To Locate,2024-07-23T15:43:11+00:00,N,,,Hospital,max
743,,,ac233ff5aef9,B62719,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 7:35 PM,,,Unable To Locate,2024-07-24T00:07:40+00:00,N,,,Hospital,max
744,,,ac233ff5b000,,,,,7-24-24 7:29 PM,,,Unable To Locate,2024-07-23T19:17:13+00:00,N,,,Hospital,max
745,2207202418460065323,07-22-2024 18:46:00,ac233ff5adc7,65323,,,,7-24-24 7:11 PM,Rockaway,,Returned,2024-07-22T23:40:35+00:00,N,,,Hospital,max
746,,,ac233ff5a84b,B57261,"Monitors, Vital Signs","Welch Allyn, Inc.",420NTB,7-24-24 7:09 PM,,,Unable To Locate,2024-07-24T00:08:18+00:00,N,,,Hospital,max
747,,,ac233ff5a9b6,B62716,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 7:01 PM,,,Unable To Locate,2024-07-23T15:06:01+00:00,N,,,Hospital,max
748,,,ac233ff5af6e,,,,,7-24-24 6:59 PM,,,Unable To Locate,2024-07-23T15:36:27+00:00,N,,,Hospital,max
749,,,ac233ff5acf8,B62663,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 6:46 PM,,,Unable To Locate,2024-07-23T21:27:09+00:00,N,,,Hospital,max
750,,,ac233ff5acd9,B61934,"Monitors,VitalSigns","WelchAllyn,Inc.",42MTB,7-24-24 6:38 PM,,,Unable To Locate,2024-07-24T02:19:22+00:00,N,,,Hospital,max
751,,,ac233ff5acec,B63557,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 6:37 PM,,,Unable To Locate,2024-06-12T12:55:57+00:00,N,,,Hospital,max
752,,,ac233ff5b018,B63547,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 6:34 PM,,,Unable To Locate,2024-07-23T22:42:54+00:00,N,,,Hospital,max
753,,,ac233ff5afe3,B62546,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 6:19 PM,,,Unable To Locate,2024-07-23T08:39:08+00:00,N,,,Hospital,max
754,,,ac233ff5ab6e,B62532,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 5:28 PM,,,Unable To Locate,2024-07-24T02:02:03+00:00,N,,,Hospital,max
755,,,ac233ff5afcb,B58904,"Monitors,VitalSigns","WelchAllyn,Inc.",42MTB,7-24-24 4:48 PM,,,Unable To Locate,2024-06-18T01:31:14+00:00,N,,,Hospital,max
756,,,ac233ff5add2,65339,,,,7-24-24 4:44 PM,,,Unable To Locate,2024-07-23T19:42:46+00:00,N,,,Hospital,max
757,,,ac233ff5a916,B63292,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 4:43 PM,,,Unable To Locate,2024-07-23T20:45:11+00:00,N,,,Hospital,max
758,,,ac233ff5adac,B63531,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 4:37 PM,,,Unable To Locate,2024-07-23T23:47:08+00:00,N,,,Hospital,max
759,,,ac233ff5a8fc,B62836,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 4:34 PM,,,Unable To Locate,2024-07-23T20:54:47+00:00,N,,,Hospital,max
760,,,ac233ff5a9b8,B62838,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 4:29 PM,,,Unable To Locate,2024-07-23T07:34:50+00:00,N,,,Hospital,max
761,,,ac233ff5a921,B63410,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 3:57 PM,,,Unable To Locate,2024-07-23T13:39:22+00:00,N,,,Hospital,max
762,,,ac233ff5ae96,,,,,7-24-24 3:01 PM,,,Unable To Locate,2024-07-23T13:48:30+00:00,N,,,Hospital,max
763,,,ac233ff5afae,B62547,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 2:35 PM,,,Unable To Locate,2024-07-23T23:03:26+00:00,N,,,Hospital,max
764,,,ac233ff5ac91,B63607,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 2:27 PM,,,Unable To Locate,2024-07-18T15:56:58+00:00,N,,,Hospital,max
765,,,ac233ff5aeeb,B59182,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 2:10 PM,NotInZone,,In Hospital,,N,,,Hospital,max
766,,,ac233ff5a965,B62392,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 2:10 PM,NotInZone,,In Hospital,,N,,,Hospital,max
767,,,ac233ff5aaf7,B62025,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 2:10 PM,NotInZone,,In Hospital,,N,,,Hospital,max
768,,,ac233ff5aef3,B63844,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 2:10 PM,NotInZone,,In Hospital,,N,,,Hospital,max
769,,,ac233ff5af0d,B60791,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 2:08 PM,NotInZone,,In Hospital,,N,,,Hospital,max
770,,,ac233ff5adcf,B62569,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 1:38 PM,,,Unable To Locate,2024-07-24T01:39:29+00:00,N,,,Hospital,max
771,,,ac233ff5ad36,B63424,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 1:33 PM,,,Unable To Locate,2024-07-23T11:45:14+00:00,N,,,Hospital,max
772,,,ac233ff5a88d,5887583,,,,7-24-24 1:33 PM,,,Unable To Locate,2024-07-23T21:23:19+00:00,N,,,Hospital,max
773,,,ac233ff5a999,B62601,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 1:28 PM,,,Unable To Locate,2024-07-19T23:51:28+00:00,N,,,Hospital,max
774,,,ac233ff5acf7,B64473,"Monitors, Vital Signs",Masimo Corporation,ROOT,7-24-24 12:53 PM,,,Unable To Locate,2024-07-24T01:35:18+00:00,N,,,Hospital,max
775,,,ac233ff5a940,B62766,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 11:48 AM,,,Unable To Locate,2024-07-24T00:08:01+00:00,N,,,Hospital,max
776,,,ac233ff5ae60,,,,,7-24-24 11:38 AM,,,Unable To Locate,2024-07-12T16:30:25+00:00,N,,,Hospital,max
777,,,ac233ff5a90a,B60397,"Monitors,VitalSigns","WelchAllyn,Inc.",42MTB,7-24-24 11:21 AM,,,Unable To Locate,2024-07-22T17:33:04+00:00,N,,,Hospital,max
778,,,ac233ff5aeff,B62701,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 11:05 AM,,,Unable To Locate,2024-07-24T01:15:50+00:00,N,,,Hospital,max
779,,,ac233ff5adb9,B62616,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 10:51 AM,,,Unable To Locate,2024-07-24T03:35:23+00:00,N,,,Hospital,max
780,,,ac233ff5a91f,B62115,"Monitors,VitalSigns","WelchAllyn,Inc.",64MTXX,7-24-24 10:23 AM,,,Unable To Locate,2024-07-23T18:23:35+00:00,N,,,Hospital,max
781,,,ac233ff5a954,B62617,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 10:11 AM,,,Unable To Locate,2024-07-23T11:31:07+00:00,N,,,Hospital,max
782,,,ac233ff5a83f,B63647,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 10:07 AM,,,Unable To Locate,2024-07-23T17:52:02+00:00,N,,,Hospital,max
783,,,ac233ff5ab1c,B63415,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:57 AM,,,Unable To Locate,2024-07-24T02:23:08+00:00,N,,,Hospital,max
784,,,ac233ff5a92c,B63331,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:33 AM,,,Unable To Locate,2024-07-24T00:49:03+00:00,N,,,Hospital,max
785,,,ac233ff5a914,B63351,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:05 AM,,,Unable To Locate,2024-07-22T09:17:23+00:00,N,,,Hospital,max
786,,,ac233ff5a765,B63561,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 9:03 AM,,,Unable To Locate,2024-07-20T11:17:11+00:00,N,,,Hospital,max
787,,,ac233ff5a99d,B62768,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 8:48 AM,,,Unable To Locate,2024-07-23T20:23:02+00:00,N,,,Hospital,max
788,,,ac233ff5af71,b662552,,,,7-24-24 8:03 AM,,,Unable To Locate,2024-07-24T00:22:55+00:00,N,,,Hospital,max
789,,,ac233ff5a953,B64815,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-24-24 4:15 AM,,,Unable To Locate,2024-07-24T02:33:51+00:00,N,,,Hospital,max
790,,,ac233ff5a842,,,,,7-24-24 3:25 AM,,,Unable To Locate,2024-07-24T03:25:12+00:00,N,,,Hospital,max
791,,,ac233ff5a910,B62686,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-24-24 1:06 AM,,,Unable To Locate,2024-07-23T23:44:04+00:00,N,,,Hospital,max
792,,,ac233ff5ad55,B64353,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-24-24 12:45 AM,,,Unable To Locate,2024-07-24T00:19:05+00:00,N,,,Hospital,max
793,,,ac233ff5a78d,B63484,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-23-24 9:23 PM,,,Unable To Locate,2024-07-23T21:23:09+00:00,N,,,Hospital,max
794,,,ac233ff5aa57,,,,,7-23-24 6:06 PM,,,Unable To Locate,2024-07-20T02:23:41+00:00,N,,,Hospital,max
795,,,ac233ff5ad8a,B62011,"Monitors,VitalSigns","WelchAllyn,Inc.",64MTXX,7-23-24 3:12 PM,,,Unable To Locate,2024-07-23T14:45:11+00:00,N,,,Hospital,max
796,,07-22-2024 16:21:30,ac233ff5ace3,,,,,7-23-24 2:52 PM,Rockaway,,Returned,2024-07-23T13:17:48+00:00,N,,,Hospital,max
797,,,ac233ff5a8df,B62774,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-23-24 2:34 PM,,,Unable To Locate,2024-07-23T14:34:50+00:00,N,,,Hospital,max
798,,07-12-2024 19:02:30,ac233ff5a8d6,,,,,7-23-24 2:11 PM,98 Exit,Trash,Returned,2024-07-22T17:50:02+00:00,N,,,Hospital,max
799,,06-18-2024 15:35:30,ac233ff5af3c,,,,,7-23-24 1:07 PM,98 Exit,,Returned,2024-07-22T17:13:29+00:00,N,,,Hospital,max
800,22072024103930B59760,07-22-2024 10:39:30,ac233ff5ad57,B59760,"Monitors,VitalSigns","WelchAllyn,Inc.",SpotVital,7-23-24 12:17 PM,Trash,Trash,Returned,2024-07-23T12:17:34+00:00,N,,,Hospital,max
801,,,ac233ff5afd8,,,,,7-23-24 10:13 AM,,,Unable To Locate,2024-07-23T10:01:16+00:00,N,,,Hospital,max
802,,,ac233ff5a6f4,,,,,7-23-24 9:22 AM,,,Unable To Locate,2024-07-23T09:22:58+00:00,N,,,Hospital,max
803,,,ac233ff5b02f,B63392,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-23-24 6:29 AM,,,Unable To Locate,2024-07-23T06:29:24+00:00,N,,,Hospital,max
804,,,ac233ff5a888,B63310,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-23-24 5:33 AM,,,Unable To Locate,2024-07-20T00:53:24+00:00,N,,,Hospital,max
805,,07-22-2024 11:31:00,ac233ff5af4c,,,,,7-23-24 3:51 AM,Freight,,Returned,2024-07-23T03:51:12+00:00,N,FL01P3,Non-Productive,Hospital,max
806,,,ac233ff5a902,B65321,"Circulatory Assist,SCD",Compression Therapy Concepts,VP500DM,7-22-24 9:49 PM,,,Unable To Locate,2024-07-22T21:49:28+00:00,Y,,,Hospital,max
807,,,ac233ff5acba,B63636,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-22-24 9:16 PM,,,Unable To Locate,2024-07-22T21:16:46+00:00,Y,,,Hospital,max
808,,,ac233ff5af80,,,,,7-22-24 9:11 PM,,,Unable To Locate,2024-07-22T21:11:06+00:00,Y,,,Hospital,max
809,,,ac233ff5a90b,B61905,"Monitors,VitalSigns","WelchAllyn,Inc.",42MTB,7-22-24 11:51 AM,,,Unable To Locate,2024-07-22T11:51:15+00:00,Y,,,Hospital,max
810,,,ac233ff5aea4,,,,,7-22-24 11:50 AM,,,Unable To Locate,2024-07-21T04:59:15+00:00,Y,,,Hospital,max
811,,,ac233ff5a92a,B63487,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-22-24 9:43 AM,,,Unable To Locate,2024-07-22T07:45:16+00:00,Y,,,Hospital,max
812,,,ac233ff5a949,B62743,"Monitors,VitalSigns",MasimoCorporation,ROOT,7-22-24 1:38 AM,,,Unable To Locate,2024-07-22T01:24:51+00:00,Y,,,Hospital,max
813,21072024211800B59202,07-21-2024 21:18:00,ac233ff5ade4,B59202,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-21-24 9:32 PM,98 Exit,,Egress,,Y,,,Hospital,max
814,,,ac233ff5a862,B62573,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-21-24 4:51 PM,,,Unable To Locate,2024-07-21T16:39:16+00:00,Y,,,Hospital,max
815,,,ac233ff5b006,B63536,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-21-24 3:05 PM,,,Unable To Locate,2024-07-21T14:41:27+00:00,Y,,,Hospital,max
816,,,ac233ff5a9c1,B65319,"Circulatory Assist,SCD",Compression Therapy Concepts,VP500DM,7-21-24 9:34 AM,,,Unable To Locate,2024-07-21T09:34:17+00:00,Y,,,Hospital,max
817,,,ac233ff5ab0b,B63453,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-21-24 7:22 AM,,,Unable To Locate,2024-07-21T07:22:03+00:00,Y,,,Hospital,max
818,,,ac233ff5adb7,i10839,,,,7-21-24 6:55 AM,,,Unable To Locate,2024-07-21T06:43:37+00:00,Y,,,Hospital,max
819,,,ac233ff5adb7,,,,,7-21-24 6:55 AM,,,Unable To Locate,2024-07-21T06:43:37+00:00,Y,,,Hospital,max
820,,,ac233ff5b021,B63342,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-21-24 2:32 AM,,,Unable To Locate,2024-07-20T02:29:36+00:00,Y,,,Hospital,max
821,,,ac233ff5afba,B62549,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-20-24 2:26 AM,,,Unable To Locate,2024-07-20T02:26:50+00:00,Y,,,Hospital,max
822,,,ac233ff5ab01,B63524,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-20-24 1:51 AM,,Trash,Unable To Locate,2024-07-20T01:00:49+00:00,Y,,,Hospital,max
823,,06-29-2024 17:13:00,ac233ff5ae83,,,,,7-20-24 1:45 AM,Freight,,Returned,2024-07-20T01:15:12+00:00,Y,FL01P3,Non-Productive,Hospital,max
824,,,ac233ff5afc3,B60356,"Monitors,VitalSigns","WelchAllyn,Inc.",42MTB,7-19-24 11:22 PM,,,Unable To Locate,2024-07-19T23:22:26+00:00,Y,,,Hospital,max
825,,,ac233ff5b015,B63283,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-19-24 9:36 PM,,,Unable To Locate,2024-07-12T14:57:29+00:00,Y,,,Hospital,max
826,,,ac233ff5abbd,65336,,,,7-19-24 6:37 PM,,,Unable To Locate,2024-07-19T18:33:08+00:00,Y,,,Hospital,max
827,,07-18-2024 20:46:30,ac233ff5ab27,,,,,7-19-24 3:33 PM,98 Exit,98 Exit,Returned,2024-07-19T15:30:10+00:00,Y,,,Hospital,max
828,19072024110500B65310,07-19-2024 11:05:00,ac233ff5a925,B65310,"Circulatory Assist,SCD",Compression Therapy Concepts,VP500DM,7-19-24 2:47 PM,Rockaway,,Returned,2024-07-19T14:47:21+00:00,Y,,,Hospital,max
829,,,ac233ff5aca7,65333,,,,7-19-24 10:39 AM,,Security,Unable To Locate,2024-07-02T00:20:10+00:00,Y,,,Hospital,max
830,,,ac233ff5ada7,65330,,,,7-19-24 10:39 AM,,,Unable To Locate,2024-06-17T12:13:47+00:00,Y,,,Hospital,max
831,,07-18-2024  5:06:00,ac233ff5ad12,,,,,7-18-24 11:11 AM,Rockaway,,Returned,2024-07-18T09:24:27+00:00,Y,,,Hospital,max
832,,,ac233ff5aba3,B58155,"Monitors, Vital Signs","Welch Allyn, Inc.",42MTB,7-17-24 2:45 PM,,,Unable To Locate,2024-07-17T14:41:05+00:00,Y,,,Hospital,max
833,,,ac233ff5b026,57231,,,,7-17-24 2:53 AM,,,Unable To Locate,2024-07-15T23:22:50+00:00,Y,,,Hospital,max
834,,07-16-2024 14:23:30,ac233ff5ae8b,,,,,7-16-24 2:31 PM,98 Exit,,Egress,,Y,,,Hospital,max
835,,07-16-2024 14:23:00,ac233ff5af49,,,,,7-16-24 2:31 PM,98 Exit,,Egress,,Y,,,Hospital,max
836,,07-16-2024 14:24:30,ac233ff5aea2,,,,,7-16-24 2:31 PM,98 Exit,,Egress,,Y,,,Hospital,max
837,,,ac233ff5aee9,B62652,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-15-24 6:59 PM,,,Unable To Locate,2024-07-15T13:31:03+00:00,Y,,,Hospital,max
838,,07-12-2024 19:03:00,ac233ff5ab70,,,,,7-15-24 11:03 AM,NotInZone,,In Hospital,2024-07-15T09:43:29+00:00,Y,,,Hospital,max
839,,,ac233ff5acdd,B57724,"Monitors,VitalSigns","WelchAllyn,Inc.",42MTB,7-15-24 2:06 AM,,,Unable To Locate,2024-07-15T02:06:51+00:00,Y,,,Hospital,max
840,,,ac233ff5a9ab,B65320,"Circulatory Assist,SCD",Compression Therapy Concepts,VP500DM,7-14-24 12:28 PM,,,Unable To Locate,2024-07-14T08:33:19+00:00,Y,,,Hospital,max
841,,,ac233ff5af1f,,,,,7-13-24 5:14 AM,,Trash,Unable To Locate,2024-06-12T16:24:14+00:00,Y,,,Hospital,max
842,,,ac233ff5a913,B63655,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-12-24 1:10 PM,,,Unable To Locate,2024-07-12T09:38:28+00:00,Y,,,Hospital,max
843,,,ac233ff5ae38,B63449,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-11-24 7:52 PM,,Rockaway,Unable To Locate,2024-06-27T19:41:26+00:00,Y,,,Hospital,max
844,11072024194900B62550,07-11-2024 19:49:00,ac233ff5a85d,B62550,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-11-24 7:52 PM,98 Exit,,Egress,,Y,,,Hospital,max
845,,,ac233ff5afc2,B62577,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-11-24 3:11 PM,,,Unable To Locate,2024-07-11T15:11:34+00:00,Y,,,Hospital,max
846,,,ac233ff5ab5a,B61711,"Circulatory Assist,SCD",Compression Therapy Concepts,VP500DM,7-11-24 9:18 AM,,,Unable To Locate,2024-07-11T09:18:12+00:00,Y,,,Hospital,max
847,,,ac233ff5ae18,B62023,"Monitors,VitalSigns","WelchAllyn,Inc.",64MTXX,7-10-24 8:00 PM,,,Unable To Locate,2024-07-10T14:56:08+00:00,Y,,,Hospital,max
848,26062024215430B65265,06-26-2024 21:54:30,ac233ff5aaa4,B65265,Ultrasound Surgical Units,Mindray,TE7 MAX,7-10-24 6:06 PM,NotInZone,Garage,In Hospital,2024-06-26T21:59:35+00:00,Y,,,Hospital,max
849,,,ac233ff5a966,B63570,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-10-24 4:21 PM,,,Unable To Locate,2024-07-10T16:21:22+00:00,Y,,,Hospital,max
850,,,ac233ff5a929,B61599,"Circulatory Assist, Peripheral, SCD",Compression Therapy Concepts,VP500DM,7-9-24 9:08 PM,,,Unable To Locate,2024-05-22T11:57:47+00:00,Y,,,Hospital,max
851,,,ac233ff5ab29,B63368,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-9-24 6:07 PM,,,Unable To Locate,2024-07-09T18:07:49+00:00,Y,,,Hospital,max
852,,,ac233ff5a928,B63631,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-9-24 4:40 PM,,,Unable To Locate,2024-07-09T16:40:17+00:00,Y,,,Hospital,max
853,,,ac233ff5ae3f,B58156,"Monitors, Vital Signs","Welch Allyn, Inc.",42MTB,7-8-24 3:13 PM,,,Unable To Locate,2024-07-08T15:13:38+00:00,Y,,,Hospital,max
854,,,ac233ff5b01d,B62679,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-8-24 3:13 PM,,98 Exit,Unable To Locate,2024-07-08T15:13:35+00:00,Y,,,Hospital,max
855,,,ac233ff5a95d,B62678,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-6-24 9:37 PM,,,Unable To Locate,2024-07-06T21:34:12+00:00,Y,,,Hospital,max
856,,,ac233ff5af0c,B65097,"Circulatory Assist,SCD",ZIMMER BIOMET,VP500DM,7-5-24 12:11 PM,,,Unable To Locate,2024-07-05T00:33:10+00:00,Y,,,Hospital,max
857,,,ac233ff5a905,B63591,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-5-24 8:49 AM,,,Unable To Locate,2024-07-05T07:20:59+00:00,Y,,,Hospital,max
858,03072024211000B59213,07-03-2024 21:10:00,ac233ff5af6c,B59213,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,7-3-24 9:11 PM,Rockaway,,Egress,,Y,,,Hospital,max
859,,,ac233ff5acc0,,,,,7-3-24 8:38 PM,,,Unable To Locate,2024-05-22T08:30:47+00:00,Y,,,Hospital,max
860,,,ac233ff5a930,B63357,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-3-24 7:48 AM,,,Unable To Locate,2024-07-03T07:48:58+00:00,Y,,,Hospital,max
861,,07-01-2024 19:00:30,ac233ff5ad91,,,,,7-1-24 7:05 PM,98 Exit,,Egress,,Y,,,Hospital,max
862,,,ac233ff5a892,B63397,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-1-24 3:47 PM,,,Unable To Locate,2024-06-20T16:24:31+00:00,Y,,,Hospital,max
863,,,ac233ff5afb6,B61791,"Circulatory Assist, Peripheral, SCD",Compression Therapy Concepts,VP500DM,7-1-24 2:47 PM,,,Unable To Locate,2024-07-01T14:47:40+00:00,Y,,,Hospital,max
864,,,ac233ff5a794,B63481,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,7-1-24 11:04 AM,,,Unable To Locate,2024-07-01T01:41:16+00:00,Y,,,Hospital,max
865,21062024182500B62596,06-21-2024 18:25:00,ac233ff5af29,B62596,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,6-30-24 3:09 PM,NotInZone,,In Hospital,2024-06-30T15:06:15+00:00,Y,,,Hospital,max
866,,,ac233ff5ad44,B62687,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,6-29-24 5:37 PM,,,Unable To Locate,2024-05-25T14:50:34+00:00,Y,,,Hospital,max
867,,,ac233ff5af5b,,,,,6-29-24 3:47 PM,,,Unable To Locate,2024-06-29T15:43:23+00:00,Y,,,Hospital,max
868,,,ac233ff5ad50,B63296,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,6-29-24 3:26 AM,,,Unable To Locate,2024-06-29T01:54:13+00:00,Y,,,Hospital,max
869,,,ac233ff5ab1b,B63645,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,6-23-24 3:54 PM,,,Unable To Locate,2024-06-21T21:32:45+00:00,Y,,,Hospital,max
870,,06-23-2024 13:08:30,ac233ff5a772,,,,,6-23-24 1:11 PM,Trash,,Egress,,Y,,,Hospital,max
871,,,ac233ff5a772,rent10870,UNKNOWN,UNKNOWN,,6-23-24 1:11 PM,,,Unable To Locate,2024-06-12T12:56:22+00:00,Y,,,Hospital,max
872,18062024212500B61496,06-18-2024 21:25:00,ac233ff5ad7c,B61496,"Circulatory Assist, Peripheral, SCD",Compression Therapy Concepts,VP500DM,6-22-24 7:40 PM,NotInZone,,In Hospital,2024-06-22T19:40:05+00:00,Y,,,Hospital,max
873,10052024221130B62391,05-10-2024 22:11:30,ac233ff5a91a,B62391,"Pumps, Enteral Feeding",Covidien(US),Kangaroo,6-21-24 1:10 AM,NotInZone,Garage,In Hospital,2024-06-14T22:37:12+00:00,Y,,,Hospital,max
874,,06-20-2024 23:30:30,ac233ff5afe9,,,,,6-20-24 11:40 PM,Trash,,Egress,,Y,,,Hospital,max
875,,,ac233ff5ad9e,,,,,6-19-24 11:00 AM,,Rockaway,Unable To Locate,2024-06-19T06:54:42+00:00,Y,,,Hospital,max
876,,,ac233ff5ad9e,10882,Infusion Pumps,Baxter Healthcare Corp Baxter,Spectrum IQ,6-19-24 11:00 AM,,Rockaway,Unable To Locate,2024-06-19T06:54:42+00:00,Y,,,Hospital,max
877,,,ac233ff5ab46,,,,,6-18-24 3:37 PM,,,Unable To Locate,,Y,,,Hospital,max
